,Diabetes,HIV prevalence rate,Infant mortality,Poor or fair health,Premature age-adjusted mortality,Access to exercise opportunities,Adult obesity,Adult smoking,Excessive drinking,Sexually transmitted infections,Could not see doctor due to cost,Dentists,Diabetic screening,Health care costs,Mental health providers,Preventable hospital stays,Primary care physicians,Uninsured,Children in poverty,Children in single-parent households,High school graduation,Income inequality,Median household income,Social associations,Some college,Unemployment,Violent crime,Air pollution - particulate matter,Drinking water violations,Severe housing problems,2011 population estimate,Population that is not proficient in English
55059,0.076,94.5,5.8,0.131,370.6,0.936,0.313,0.213,0.234,488.3,0.116,59.0,0.87,9652.0,93.0,66.86,45.0,0.111,0.207,0.341,0.826,4.501,51929.0,7.801,0.612,0.079,194.1,12.6,0.002,0.168,167757,0.018
56021,0.092,82.9,7.8,0.13,368.5,0.669,0.269,0.192,0.152,381.0,0.123,74.0,0.8,8887.0,367.0,55.59,69.0,0.158,0.141,0.338,0.721,3.93,59712.0,13.547,0.693,0.049,228.58,13.46,0.006,0.116,95809,0.007
48089,0.117,125.3,7.0,0.165,392.4,0.482,0.301,0.2075,0.183,260.9,0.194,29.0,0.78,10861.0,14.0,72.98,72.0,0.271,0.248,0.327,0.945,4.661,42438.0,16.911,0.453,0.052,217.96,8.61,0.165,0.125,20752,0.037
20139,0.128,66.2,7.0,0.173,340.6,0.609,0.387,0.249,0.145,167.3,0.109,12.0,0.88,8730.0,6.0,60.46,6.0,0.125,0.166,0.262,0.898,3.865,48991.0,12.39,0.644,0.07,245.96,8.32,0.04,0.11,16142,0.002
47059,0.138,73.3,5.8,0.207,494.0,0.441,0.316,0.286,0.033,209.2,0.227,40.0,0.83,9821.0,100.0,81.9,67.0,0.172,0.298,0.327,0.949,4.317,35980.0,11.189,0.421,0.106,384.74,13.14,0.067,0.114,68267,0.009
27131,0.078,61.6,7.0,0.108,230.8,0.825,0.266,0.103,0.142,185.0,0.103,55.0,0.93,6906.0,98.0,44.67,97.0,0.104,0.139,0.294,0.833,4.151,58644.0,12.952,0.62,0.055,140.5,12.4,0.0,0.153,65049,0.025
31095,0.106,103.0,7.0,0.154,347.4,0.322,0.341,0.167,0.17,93.1,0.12,40.0,0.85,7920.0,53.0,58.35,66.0,0.12,0.198,0.349,0.904,3.928,46252.0,27.922,0.576,0.038,205.76,9.98,0.055,0.11,7560,0.003
1015,0.132,185.4,8.3,0.227,527.2,0.568,0.315,0.244,0.116,684.6,0.184,52.0,0.81,11405.0,92.0,84.63,64.0,0.153,0.287,0.396,0.818,5.164,37898.0,14.749,0.513,0.073,504.52,12.89,0.0,0.145,116736,0.008
20169,0.109,58.4,9.3,0.144,372.7,0.803,0.317,0.179,0.153,500.1,0.129,57.0,0.87,8607.0,294.0,44.89,86.0,0.155,0.198,0.385,0.825,3.914,48505.0,15.718,0.599,0.052,364.66,10.45,0.007,0.133,55740,0.017
37177,0.133,202.6,7.0,0.165,471.7,0.519,0.314,0.2075,0.1625,322.7,0.148,38.0,0.86,8344.0,73.0,79.13,50.5,0.246,0.389,0.446,0.848,3.969,32642.0,11.526,0.336,0.089,112.98,11.41,0.0,0.174,4109,0.029
47171,0.13,56.2,7.0,0.257,506.4,1.0,0.304,0.234,0.1625,142.6,0.196,28.0,0.82,10943.0,22.0,117.29,55.0,0.165,0.289,0.239,0.975,4.67,36568.0,17.549,0.421,0.089,166.6,13.09,0.0,0.103,18082,0.021
19165,0.108,103.0,7.0,0.089,274.4,0.687,0.299,0.205,0.248,124.3,0.148,50.0,0.84,8763.0,50.0,53.02,58.0,0.091,0.12,0.188,0.969,3.933,54740.0,20.714,0.688,0.032,14.21,9.94,0.0,0.104,11961,0.01
18165,0.13,56.6,7.0,0.153,467.7,0.497,0.312,0.247,0.21,174.6,0.162,25.0,0.83,10203.0,38.0,86.89,31.0,0.146,0.203,0.384,0.899,4.207,40813.0,15.586,0.548,0.106,181.11,13.71,0.035,0.134,15878,0.001
46031,0.163,103.0,7.0,0.208,792.6,0.024,0.39,0.321,0.248,2060.3,0.185,24.0,0.7,7841.0,71.0,76.04,50.5,0.225,0.534,0.435,0.848,5.564,31418.0,7.358,0.508,0.073,9.79,9.65,0.229,0.214,4215,0.001
55021,0.095,30.7,4.8,0.12,284.5,0.745,0.348,0.226,0.306,212.2,0.084,48.0,0.89,7286.0,92.0,48.84,60.0,0.09,0.129,0.306,0.888,3.452,57613.0,13.973,0.636,0.062,156.17,11.93,0.054,0.118,56653,0.007
48153,0.119,103.0,7.0,0.165,345.0,0.514,0.291,0.2075,0.1625,439.8,0.148,16.0,0.87,11700.0,92.0,91.6,63.0,0.279,0.34,0.357,0.848,5.884,36534.0,25.13,0.489,0.094,348.4,9.42,0.0,0.173,6230,0.039
17061,0.106,50.6,7.0,0.165,357.4,0.578,0.278,0.457,0.1625,176.8,0.148,29.0,0.8,10012.0,92.0,109.47,37.0,0.127,0.24,0.305,0.84,3.769,41588.0,18.415,0.523,0.091,243.74,11.67,0.0,0.1,13629,0.002
27165,0.093,64.2,7.0,0.082,277.4,0.733,0.285,0.2075,0.258,295.0,0.148,36.0,0.93,6662.0,36.0,41.18,45.0,0.15,0.173,0.345,0.866,3.81,48064.0,30.392,0.489,0.057,91.76,12.81,0.0,0.108,11137,0.051
17189,0.108,41.4,7.0,0.269,317.3,0.579,0.318,0.202,0.265,171.3,0.148,28.0,0.84,9862.0,48.0,66.96,34.0,0.107,0.144,0.247,0.868,3.858,53967.0,25.346,0.724,0.068,319.13,12.66,0.0,0.086,14448,0.004
18179,0.108,26.2,7.0,0.141,309.3,0.531,0.292,0.205,0.078,242.3,0.102,32.0,0.9,9622.0,47.0,85.82,54.0,0.145,0.173,0.305,0.912,3.567,49452.0,19.528,0.568,0.065,33.64,13.43,0.0,0.088,27814,0.002
42097,0.118,88.4,5.6,0.177,376.7,0.709,0.346,0.226,0.164,251.0,0.097,35.0,0.91,9155.0,30.0,64.68,38.0,0.129,0.231,0.318,0.833,4.152,41078.0,15.673,0.453,0.085,281.97,12.48,0.005,0.122,94076,0.004
21175,0.149,110.9,7.0,0.291,455.3,0.356,0.345,0.376,0.101,80.5,0.265,30.0,0.9,10927.0,135.0,158.06,22.0,0.188,0.375,0.309,0.873,5.439,31579.0,5.853,0.425,0.118,205.76,12.97,0.0,0.121,13380,0.007
26013,0.118,103.0,7.0,0.168,354.2,0.601,0.32,0.239,0.224,115.2,0.148,58.0,0.75,9365.0,81.0,96.8,104.0,0.16,0.239,0.347,0.865,3.926,40402.0,13.82,0.332,0.149,313.41,10.16,0.0,0.113,8695,0.004
46019,0.077,103.0,7.0,0.118,356.8,0.598,0.281,0.222,0.092,166.2,0.113,48.0,0.8,5384.0,92.0,28.51,29.0,0.166,0.208,0.089,0.88,4.088,41413.0,14.666,0.649,0.037,159.52,10.23,0.05,0.167,10330,0.002
19019,0.103,103.0,7.0,0.113,333.7,0.583,0.312,0.18,0.195,229.2,0.056,33.0,0.95,8332.0,114.0,56.2,43.0,0.095,0.144,0.157,0.918,3.611,54383.0,13.37,0.603,0.048,71.87,11.29,0.0,0.118,20976,0.005
4001,0.151,124.0,7.9,0.203,547.8,0.223,0.319,0.184,0.134,931.8,0.184,67.0,0.31,8097.0,101.0,91.79,34.0,0.253,0.493,0.493,0.638,6.151,30252.0,3.552,0.462,0.198,94.22,9.82,0.216,0.357,71934,0.051
28005,0.17,191.2,7.0,0.222,403.9,0.159,0.383,0.269,0.085,409.0,0.172,23.0,0.84,10332.0,8.0,81.67,15.0,0.229,0.368,0.413,0.575,5.209,33571.0,15.436,0.505,0.094,205.76,10.85,0.0,0.153,12899,0.0
51079,0.098,92.1,7.0,0.165,307.2,0.734,0.288,0.2075,0.1625,207.8,0.148,16.0,0.91,9495.0,32.0,58.35,16.0,0.171,0.166,0.233,0.92,3.265,59730.0,5.327,0.497,0.041,171.76,12.82,0.107,0.088,18804,0.019
28071,0.09,185.9,9.3,0.162,369.8,0.781,0.347,0.164,0.139,699.1,0.13,37.0,0.9,8262.0,431.0,48.54,61.0,0.206,0.297,0.409,0.839,6.551,40749.0,12.324,0.714,0.067,205.76,12.22,0.323,0.195,51318,0.002
16087,0.12,103.0,7.0,0.188,361.9,0.719,0.299,0.169,0.103,188.1,0.164,30.0,0.89,8501.0,50.0,36.97,50.0,0.243,0.251,0.332,0.912,4.318,37539.0,9.902,0.484,0.076,90.81,9.16,0.0,0.17,9944,0.041
20181,0.111,103.0,7.0,0.08,351.6,0.807,0.323,0.163,0.1625,130.9,0.089,49.0,0.84,10149.0,49.0,84.02,65.0,0.174,0.241,0.271,0.725,3.944,38025.0,24.538,0.598,0.033,230.07,13.34,0.0,0.142,6115,0.006
27157,0.081,103.0,7.0,0.091,247.2,1.0,0.296,0.143,0.164,265.4,0.148,65.0,0.91,7291.0,9.0,36.91,75.0,0.087,0.117,0.276,0.929,3.88,52617.0,23.747,0.627,0.046,47.24,12.05,0.007,0.117,21443,0.002
28073,0.099,56.0,6.8,0.186,356.4,0.578,0.336,0.176,0.111,167.9,0.123,92.0,0.86,10284.0,24.0,78.69,140.0,0.182,0.218,0.322,0.825,4.934,51337.0,10.383,0.717,0.062,75.71,11.87,0.133,0.168,58801,0.007
10003,0.085,472.7,8.8,0.11,347.6,0.973,0.259,0.164,0.216,517.9,0.095,55.0,0.84,9081.0,254.0,54.16,79.0,0.098,0.169,0.36,0.804,4.484,63033.0,10.493,0.648,0.067,615.8,11.94,0.226,0.162,549684,0.024
48343,0.123,100.6,7.0,0.165,514.9,0.418,0.335,0.2075,0.1625,445.8,0.148,39.0,0.84,11624.0,16.0,77.09,16.0,0.236,0.311,0.43,0.947,4.865,36366.0,17.987,0.528,0.088,433.89,10.47,0.0,0.132,12834,0.024
1017,0.157,318.2,8.7,0.385,567.2,0.628,0.397,0.241,0.1625,871.9,0.225,23.0,0.86,8948.0,92.0,66.66,41.0,0.16,0.347,0.548,0.759,5.28,33883.0,18.495,0.477,0.073,553.46,12.97,0.0,0.171,34162,0.003
49015,0.077,103.0,7.0,0.159,380.6,0.467,0.261,0.169,0.105,64.0,0.154,28.0,0.73,8343.0,74.0,36.94,18.0,0.146,0.174,0.167,0.925,3.065,52070.0,1.829,0.666,0.06,30.07,11.37,0.044,0.104,10749,0.013
18009,0.124,103.0,7.0,0.26,442.7,0.55,0.365,0.294,0.143,272.0,0.235,24.0,0.83,10711.0,16.0,109.53,40.0,0.155,0.251,0.407,0.925,3.387,39373.0,22.396,0.42,0.089,111.12,13.48,0.0,0.111,12481,0.003
48125,0.111,103.0,7.0,0.165,369.6,0.355,0.286,0.2075,0.1625,293.0,0.148,0.0,0.73,12636.0,92.0,65.31,50.5,0.288,0.355,0.318,0.848,5.236,35491.0,25.829,0.532,0.085,108.45,9.49,0.084,0.107,2291,0.029
19041,0.088,103.0,7.0,0.098,304.4,0.744,0.285,0.201,0.181,247.0,0.148,85.0,0.86,6763.0,206.0,51.67,60.0,0.099,0.166,0.278,0.888,4.102,51399.0,19.278,0.677,0.043,47.93,11.96,0.0,0.099,16491,0.009
28069,0.154,124.4,7.0,0.298,421.3,0.013,0.36,0.27,0.1625,764.4,0.231,19.0,0.78,12224.0,92.0,78.52,50.5,0.244,0.414,0.535,0.675,5.842,30849.0,11.611,0.351,0.123,48.57,12.71,0.045,0.182,10294,0.007
48049,0.102,142.6,9.3,0.218,443.2,0.613,0.311,0.258,0.1625,267.0,0.229,37.0,0.79,10192.0,140.0,91.02,56.0,0.233,0.293,0.315,0.928,4.454,38636.0,16.92,0.481,0.057,369.69,9.47,0.049,0.11,37749,0.013
48443,0.102,103.0,7.0,0.165,376.65,0.655,0.284,0.2075,0.1625,293.0,0.148,0.0,0.88,11238.0,0.0,65.31,0.0,0.285,0.286,0.209,0.848,4.935,36712.0,0.0,0.597,0.065,337.5,11.13,0.5,0.057,903,0.064
19007,0.096,103.0,7.0,0.23,400.0,0.679,0.295,0.276,0.233,181.1,0.148,24.0,0.83,8378.0,63.0,65.17,79.0,0.118,0.253,0.329,0.833,4.431,37683.0,16.535,0.627,0.064,310.17,9.63,0.0,0.129,12692,0.003
32011,0.085,103.0,7.0,0.165,348.3,0.009,0.26,0.2075,0.1625,293.0,0.148,96.0,0.73,7415.0,92.0,65.31,50.5,0.209,0.098,0.06,0.848,4.554,66592.0,9.995,0.525,0.064,450.3,13.46,0.0,0.069,2076,0.002
55078,0.132,177.6,7.0,0.171,545.8,0.075,0.392,0.456,0.196,1382.5,0.148,116.0,0.87,7787.0,116.0,65.31,69.0,0.149,0.585,0.626,0.925,5.264,32769.0,11.521,0.582,0.141,46.73,11.03,0.012,0.184,4317,0.009
56045,0.085,103.0,7.0,0.162,357.4,0.674,0.288,0.198,0.17,211.8,0.13,28.0,0.79,7238.0,126.0,42.16,56.0,0.162,0.122,0.228,0.844,4.07,59314.0,18.356,0.635,0.043,97.95,10.71,0.277,0.059,7158,0.002
21109,0.119,42.2,7.0,0.339,656.9,0.743,0.389,0.339,0.1625,165.0,0.252,45.0,0.84,10612.0,7.0,90.48,8.0,0.2,0.429,0.442,0.87,5.878,28759.0,3.001,0.385,0.15,17.97,12.88,0.129,0.176,13427,0.0
5127,0.122,52.8,7.0,0.183,457.9,0.898,0.311,0.317,0.1625,354.2,0.25,18.0,0.78,9852.0,9.0,119.92,27.0,0.237,0.352,0.419,0.864,4.485,32404.0,12.716,0.48,0.064,163.48,11.11,0.5,0.135,10950,0.015
26163,0.13,451.0,10.4,0.176,471.7,0.926,0.342,0.209,0.168,978.1,0.156,60.0,0.81,11722.0,215.0,81.3,66.0,0.162,0.369,0.472,0.741,5.723,40485.0,7.387,0.591,0.105,1088.54,12.78,0.005,0.232,1775273,0.022
27083,0.083,56.3,7.0,0.124,239.8,0.808,0.291,0.181,0.259,195.7,0.084,43.0,0.92,8471.0,145.0,54.1,70.0,0.095,0.152,0.255,0.842,4.514,51011.0,19.183,0.682,0.042,153.05,12.94,0.0,0.142,25487,0.025
47015,0.118,146.5,7.0,0.2,493.2,0.336,0.307,0.276,0.1625,130.3,0.292,22.0,0.84,11832.0,44.0,109.88,29.0,0.174,0.252,0.372,0.875,4.338,40809.0,7.241,0.389,0.071,216.34,14.13,0.0,0.129,13775,0.005
29107,0.107,70.5,7.0,0.094,341.3,0.511,0.3,0.232,0.169,229.7,0.105,30.0,0.81,9770.0,91.0,72.61,33.0,0.15,0.193,0.287,0.937,3.721,46878.0,15.417,0.566,0.066,116.62,9.22,0.143,0.095,32943,0.004
22057,0.105,121.2,6.8,0.196,412.9,0.766,0.353,0.226,0.174,424.6,0.118,42.0,0.85,10343.0,80.0,76.62,40.0,0.21,0.219,0.367,0.81,5.032,52115.0,5.462,0.427,0.041,171.28,11.85,0.0,0.139,97141,0.018
31079,0.085,97.4,5.5,0.144,303.1,0.902,0.311,0.168,0.181,288.3,0.117,77.0,0.85,8551.0,319.0,60.37,61.0,0.169,0.222,0.333,0.868,3.699,49750.0,14.417,0.512,0.036,280.92,11.55,0.011,0.135,60720,0.082
47179,0.113,163.2,9.1,0.185,421.7,0.718,0.309,0.241,0.067,201.4,0.143,54.0,0.89,10050.0,290.0,82.13,168.0,0.165,0.235,0.312,0.932,5.111,41542.0,13.91,0.66,0.073,414.82,13.07,0.0,0.153,125546,0.004
47007,0.123,71.7,7.0,0.27,451.5,0.494,0.338,0.386,0.1625,187.6,0.229,23.0,0.87,10747.0,8.0,75.58,16.0,0.194,0.363,0.304,0.825,4.629,35715.0,6.254,0.348,0.104,92.69,13.71,1.0,0.137,12841,0.003
51147,0.107,150.2,7.0,0.102,399.3,0.749,0.33,0.256,0.1625,503.5,0.174,35.0,0.86,8144.0,180.0,73.71,56.0,0.176,0.293,0.325,0.725,5.155,39077.0,13.34,0.536,0.09,140.2,12.55,0.056,0.187,22802,0.004
8075,0.075,29.7,7.0,0.149,306.4,0.827,0.239,0.255,0.182,243.0,0.11,49.0,0.89,8007.0,236.0,47.52,57.0,0.184,0.19,0.305,0.784,4.351,43561.0,13.698,0.535,0.056,208.01,13.6,0.775,0.129,22450,0.019
26115,0.107,47.2,6.2,0.15,359.4,0.792,0.334,0.199,0.22,224.4,0.114,37.0,0.86,10928.0,124.0,85.3,36.0,0.11,0.164,0.278,0.83,4.269,55745.0,9.864,0.619,0.081,266.84,12.91,0.001,0.141,150376,0.004
48183,0.116,329.0,7.5,0.193,459.4,0.714,0.337,0.171,0.143,809.6,0.216,82.0,0.85,11397.0,131.0,65.7,75.0,0.247,0.245,0.385,0.906,4.785,46501.0,14.675,0.549,0.055,504.39,10.08,0.003,0.165,123024,0.04
16001,0.076,100.7,5.7,0.12,252.9,0.919,0.244,0.152,0.16,361.3,0.134,80.0,0.83,8205.0,253.0,30.37,84.0,0.153,0.147,0.25,0.835,4.142,53420.0,8.361,0.741,0.055,207.61,9.0,0.014,0.155,416464,0.013
48019,0.136,71.0,7.0,0.165,296.8,0.634,0.287,0.221,0.1625,102.3,0.148,15.0,0.83,9300.0,24.0,50.92,24.0,0.262,0.276,0.246,0.929,4.31,50334.0,11.686,0.55,0.055,89.96,8.56,0.017,0.136,20601,0.011
1043,0.134,58.8,6.4,0.214,452.2,0.381,0.344,0.22,0.109,317.0,0.172,43.0,0.89,10210.0,89.0,57.04,56.0,0.181,0.226,0.3,0.83,4.833,40142.0,12.68,0.557,0.055,201.19,12.53,0.0,0.14,80811,0.013
51660,0.072,126.7,9.5,0.165,291.7,0.885,0.298,0.2075,0.1625,384.5,0.148,95.0,0.88,6258.0,319.0,65.31,131.0,0.189,0.234,0.365,0.847,5.252,37588.0,15.104,0.582,0.062,203.44,12.93,0.012,0.285,51395,0.069
48241,0.126,55.6,8.6,0.244,438.7,0.581,0.31,0.224,0.1625,334.0,0.228,31.0,0.81,11117.0,20.0,79.47,42.0,0.236,0.301,0.363,0.939,5.092,39414.0,13.362,0.438,0.098,306.39,9.35,0.018,0.149,35649,0.02
13155,0.122,220.1,7.0,0.15,428.4,0.474,0.309,0.2075,0.1625,520.8,0.162,21.0,0.8,9773.0,92.0,90.75,42.0,0.222,0.35,0.358,0.675,5.1,35854.0,11.458,0.431,0.111,282.91,12.39,0.0,0.114,9427,0.006
17125,0.108,103.0,7.0,0.165,456.9,0.544,0.315,0.168,0.1625,369.9,0.148,28.0,0.88,10303.0,35.0,61.22,28.0,0.127,0.227,0.332,0.809,4.58,45563.0,18.148,0.558,0.11,486.99,11.8,0.0,0.117,14248,0.001
8005,0.061,222.3,6.7,0.12,258.8,0.987,0.212,0.154,0.175,549.6,0.131,94.0,0.83,9543.0,237.0,37.44,81.0,0.176,0.166,0.309,0.729,4.382,61092.0,7.657,0.706,0.065,322.72,13.39,0.0,0.178,607070,0.045
28089,0.112,253.1,9.1,0.154,432.6,0.708,0.3,0.136,0.149,557.5,0.124,63.0,0.84,10380.0,126.0,67.11,120.0,0.144,0.182,0.335,0.817,5.098,64657.0,12.694,0.775,0.063,113.29,12.26,0.036,0.162,100412,0.014
29207,0.108,27.7,7.0,0.183,493.8,0.527,0.317,0.293,0.177,288.6,0.139,20.0,0.9,9516.0,54.0,85.53,54.0,0.175,0.242,0.301,0.858,4.579,37689.0,16.11,0.481,0.071,194.64,12.63,0.016,0.114,29780,0.002
37111,0.139,91.4,5.9,0.288,400.4,0.829,0.313,0.231,0.071,240.0,0.2,29.0,0.85,8489.0,127.0,54.57,36.0,0.194,0.313,0.342,0.78,4.75,36840.0,14.223,0.513,0.091,139.59,13.01,0.0,0.124,44961,0.007
21163,0.107,87.0,7.0,0.189,414.2,0.6,0.355,0.373,0.103,171.0,0.118,24.0,0.86,10008.0,103.0,102.67,31.0,0.172,0.214,0.307,0.941,4.104,45984.0,6.499,0.585,0.089,56.3,13.7,0.0,0.116,29210,0.002
29039,0.116,50.5,7.0,0.165,436.9,0.351,0.335,0.2075,0.1625,224.7,0.148,29.0,0.83,9603.0,58.0,58.17,29.0,0.2,0.379,0.347,0.925,4.612,30816.0,13.769,0.537,0.061,307.22,8.96,0.239,0.169,13913,0.005
13101,0.102,160.6,7.0,0.165,435.9,0.185,0.29,0.2075,0.1625,150.5,0.148,38.0,0.88,10477.0,92.0,78.25,50.5,0.363,0.45,0.403,0.848,4.47,34809.0,5.015,0.356,0.059,81.34,12.12,0.055,0.229,4057,0.101
45025,0.133,205.0,13.7,0.205,497.2,0.466,0.354,0.236,0.124,522.7,0.175,28.0,0.77,9413.0,74.0,69.18,33.0,0.206,0.37,0.46,0.78,5.541,33591.0,11.713,0.437,0.1,480.1,12.28,0.0,0.139,46197,0.009
21021,0.116,88.7,7.0,0.128,411.0,0.622,0.296,0.209,0.1625,512.9,0.148,76.0,0.84,9529.0,165.0,67.51,91.0,0.16,0.25,0.413,0.902,4.751,43585.0,16.4,0.572,0.096,225.37,13.19,0.02,0.122,29013,0.008
26019,0.111,103.0,7.0,0.165,311.2,0.909,0.304,0.121,0.139,206.1,0.263,34.0,0.88,7755.0,103.0,38.37,34.0,0.166,0.209,0.323,0.771,3.454,43145.0,16.032,0.574,0.107,106.68,11.23,0.0,0.16,17428,0.004
26103,0.102,42.5,7.0,0.115,318.3,0.895,0.294,0.212,0.186,250.3,0.067,80.0,0.9,7701.0,210.0,30.86,115.0,0.127,0.18,0.251,0.847,4.78,45170.0,17.23,0.712,0.083,158.04,10.19,0.058,0.133,67700,0.003
31039,0.078,103.0,7.0,0.125,248.2,0.634,0.287,0.139,0.21,55.1,0.069,56.0,0.86,7809.0,56.0,49.04,44.0,0.148,0.131,0.23,0.848,4.011,50252.0,20.944,0.696,0.03,39.85,10.95,0.455,0.092,8996,0.026
51103,0.137,193.7,7.0,0.165,394.7,0.501,0.297,0.2075,0.186,409.4,0.095,9.0,0.89,7281.0,99.0,40.54,62.0,0.166,0.284,0.57,0.825,5.039,46578.0,27.59,0.493,0.077,84.34,12.22,0.057,0.157,11148,0.002
20097,0.1,103.0,7.0,0.165,294.7,0.191,0.311,0.2075,0.1625,160.3,0.148,40.0,0.81,9321.0,515.0,69.77,40.0,0.147,0.146,0.267,0.325,5.082,45417.0,56.09,0.733,0.03,52.06,11.46,0.548,0.064,2523,0.002
40095,0.13,62.0,7.0,0.235,439.7,0.426,0.343,0.197,0.1625,294.5,0.162,13.0,0.8,11745.0,338.0,122.23,38.0,0.257,0.294,0.326,0.686,4.443,38055.0,15.667,0.463,0.06,247.93,10.07,0.014,0.079,15988,0.024
48319,0.122,103.0,7.0,0.165,252.5,0.693,0.278,0.2075,0.1625,293.0,0.148,24.0,0.83,9135.0,24.0,59.74,25.0,0.306,0.28,0.205,0.848,6.145,42087.0,22.483,0.622,0.043,49.37,9.1,1.0,0.086,4128,0.036
17055,0.112,61.9,7.6,0.215,486.3,0.686,0.306,0.2075,0.12,304.5,0.148,36.0,0.84,9923.0,133.0,83.57,41.0,0.134,0.301,0.377,0.819,4.446,35681.0,17.002,0.63,0.127,354.41,13.16,0.0,0.116,39202,0.004
39007,0.127,60.1,9.0,0.188,424.8,0.647,0.32,0.295,0.218,225.1,0.161,36.0,0.83,11292.0,62.0,83.43,38.0,0.149,0.292,0.359,0.851,4.603,40899.0,11.954,0.471,0.093,139.87,13.76,0.009,0.166,99811,0.008
24019,0.148,399.0,14.3,0.164,360.7,0.618,0.353,0.182,0.153,513.0,0.144,46.0,0.86,9600.0,227.0,71.63,43.0,0.127,0.288,0.435,0.79,4.697,42542.0,11.674,0.504,0.097,503.55,12.18,0.028,0.2,32660,0.014
20125,0.137,50.4,6.1,0.181,441.0,0.769,0.351,0.229,0.106,507.8,0.163,50.0,0.81,9282.0,169.0,71.62,41.0,0.16,0.25,0.373,0.807,4.783,39045.0,22.345,0.594,0.069,504.44,8.63,0.148,0.126,34292,0.008
48127,0.109,74.6,7.0,0.165,378.4,0.634,0.305,0.2075,0.1625,640.5,0.148,18.0,0.81,12191.0,28.0,140.36,48.0,0.239,0.39,0.479,0.825,5.871,35801.0,8.603,0.504,0.045,469.28,8.44,0.0,0.171,10897,0.104
27051,0.086,103.0,7.0,0.165,291.8,0.536,0.285,0.2075,0.1625,100.9,0.148,33.0,0.86,8793.0,17.0,61.67,17.0,0.098,0.164,0.354,0.841,4.048,49618.0,35.33,0.71,0.059,60.74,12.52,0.115,0.117,5989,0.005
54017,0.12,103.0,7.0,0.159,376.4,0.084,0.33,0.281,0.091,171.2,0.232,38.0,0.82,8809.0,12.0,116.26,24.0,0.206,0.28,0.335,0.775,3.543,39399.0,7.337,0.368,0.06,205.76,13.4,0.0,0.104,8344,0.0
42041,0.095,179.1,5.3,0.117,279.4,0.849,0.246,0.149,0.142,283.3,0.072,66.0,0.86,9765.0,170.0,47.92,93.0,0.097,0.115,0.251,0.895,3.89,60134.0,13.872,0.653,0.061,96.08,12.79,0.01,0.112,241212,0.01
30091,0.105,103.0,7.0,0.157,431.9,0.626,0.303,0.131,0.179,167.6,0.082,27.0,0.93,7881.0,55.0,70.29,56.0,0.181,0.131,0.263,0.848,4.376,50292.0,33.52,0.707,0.031,311.22,10.26,0.077,0.104,3668,0.001
48039,0.094,122.7,5.4,0.1,328.4,0.784,0.3,0.15,0.124,319.6,0.183,44.0,0.82,11179.0,55.0,64.56,64.0,0.219,0.153,0.283,0.911,4.318,66337.0,6.836,0.642,0.066,170.31,8.85,0.044,0.142,330242,0.037
28127,0.148,233.5,13.0,0.237,535.3,0.287,0.384,0.232,0.077,482.2,0.252,25.0,0.78,10633.0,33.0,97.44,47.0,0.211,0.399,0.424,0.77,4.757,35039.0,13.151,0.476,0.073,223.61,11.89,0.074,0.156,27500,0.008
13003,0.113,256.5,7.0,0.296,548.8,0.353,0.342,0.2075,0.1625,446.6,0.148,12.0,0.79,10454.0,92.0,118.75,50.5,0.304,0.384,0.364,0.775,5.676,30883.0,7.243,0.292,0.11,424.28,12.38,0.0,0.168,8290,0.079
26155,0.097,35.1,6.6,0.174,375.1,0.612,0.359,0.213,0.195,223.9,0.181,44.0,0.9,9413.0,112.0,56.71,45.0,0.126,0.228,0.317,0.811,4.057,43839.0,13.144,0.607,0.097,236.35,12.12,0.062,0.143,68900,0.001
17099,0.1,72.4,7.5,0.154,363.5,0.78,0.298,0.222,0.241,259.4,0.112,48.0,0.82,9697.0,73.0,82.07,42.0,0.124,0.198,0.313,0.838,4.354,49487.0,13.632,0.583,0.114,118.24,12.52,0.01,0.126,112183,0.012
44005,0.081,131.9,3.7,0.109,254.1,0.901,0.213,0.126,0.209,236.5,0.09,90.0,0.85,8149.0,283.0,47.57,87.0,0.101,0.134,0.284,0.836,4.404,67291.0,12.068,0.76,0.088,187.28,10.18,0.261,0.166,82397,0.016
5025,0.142,140.2,7.0,0.215,450.3,0.012,0.354,0.217,0.1625,510.0,0.148,38.0,0.9,10553.0,92.0,69.45,12.0,0.189,0.26,0.287,0.848,4.614,42414.0,9.273,0.49,0.079,68.84,11.94,0.02,0.141,8593,0.002
48149,0.116,70.0,7.0,0.165,309.5,0.458,0.287,0.2075,0.1625,283.5,0.148,48.0,0.77,9837.0,20.0,62.61,49.0,0.25,0.184,0.188,0.9,4.276,50938.0,20.247,0.429,0.044,129.81,8.61,0.092,0.126,24821,0.038
17001,0.096,64.9,6.3,0.19,330.6,0.831,0.351,0.295,0.164,410.7,0.148,66.0,0.9,8930.0,195.0,75.5,85.0,0.11,0.199,0.269,0.868,4.329,43604.0,16.667,0.651,0.065,317.86,10.76,0.0,0.108,67130,0.004
36109,0.081,150.1,4.4,0.119,258.5,0.79,0.238,0.125,0.144,280.8,0.057,49.0,0.93,6554.0,283.0,38.17,82.0,0.113,0.179,0.282,0.81,5.722,49457.0,10.824,0.801,0.05,117.17,12.02,0.022,0.202,103617,0.013
