12107,0.333
39149,0.278
54079,0.303
53009,0.204
31027,0.282
20133,0.3
55075,0.249
30111,0.236
54019,0.376
17177,0.266
36085,0.275
19171,0.32
48377,0.286
42037,0.249
41027,0.148
46059,0.315
39017,0.262
39039,0.293
22063,0.285
51107,0.203
29133,0.369
36111,0.187
12000,0.232
30075,0.305
1059,0.334
5095,0.377
38009,0.272
16075,0.236
40017,0.302
5149,0.344
22081,0.376
34017,0.256
15007,0.17
35017,0.211
6037,0.17
16001,0.154
27113,0.218
22113,0.318
51057,0.274
22119,0.36
51053,0.291
38019,0.265
22121,0.306
19115,0.295
30043,0.205
48267,0.263
37189,0.217
48319,0.282
18163,0.275
42133,0.221
48221,0.249
31155,0.263
56033,0.209
47129,0.347
38057,0.263
19155,0.282
20177,0.242
12086,0.211
41005,0.149
36035,0.234
28089,0.274
54101,0.369
48289,0.308
22003,0.348
48013,0.255
5139,0.358
48447,0.283
21123,0.326
48067,0.294
6113,0.144
39107,0.285
13303,0.285
46109,0.266
18115,0.266
38017,0.209
33007,0.274
18167,0.278
28085,0.342
18175,0.298
40059,0.35
26087,0.252
37131,0.344
28017,0.336
18151,0.251
22097,0.324
28005,0.36
4015,0.307
51111,0.308
30053,0.227
9005,0.197
8025,0.215
48201,0.213
48207,0.276
20011,0.267
31141,0.243
20193,0.248
37051,0.283
55043,0.194
27151,0.307
20171,0.301
5045,0.289
8101,0.188
48053,0.283
18159,0.302
48063,0.282
5099,0.338
55117,0.223
51131,0.319
16039,0.254
29219,0.327
19035,0.265
21029,0.321
21093,0.295
31033,0.239
18095,0.302
21107,0.323
12075,0.328
48421,0.283
29091,0.296
6039,0.196
12089,0.233
40007,0.315
48041,0.208
21169,0.332
48265,0.257
28031,0.336
4007,0.252
39099,0.28
5001,0.354
4025,0.196
26021,0.277
1067,0.298
13153,0.252
48167,0.272
41065,0.179
17193,0.282
46043,0.301
20055,0.237
29203,0.288
48477,0.261
48339,0.196
21131,0.359
21193,0.385
18157,0.253
26123,0.249
19073,0.279
27129,0.231
26005,0.241
40081,0.407
46035,0.25
39029,0.315
5057,0.324
45013,0.165
21055,0.356
33011,0.212
1083,0.31
48061,0.222
31025,0.261
20141,0.273
40129,0.374
46123,0.303
4017,0.239
51195,0.377
29073,0.339
48279,0.274
39093,0.233
56027,0.289
55119,0.247
39031,0.298
56000,0.228
4012,0.307
42085,0.26
29135,0.281
47135,0.337
12093,0.319
42071,0.206
54031,0.324
28011,0.329
1099,0.339
31017,0.304
48371,0.275
55125,0.219
16015,0.215
20121,0.263
8087,0.204
19157,0.217
38093,0.262
28153,0.348
5065,0.335
26055,0.188
51003,0.195
17155,0.279
29045,0.325
40009,0.337
21089,0.322
44007,0.264
29183,0.222
8037,0.094
48465,0.258
51167,0.359
2185,0.255
21227,0.277
22000,0.299
20051,0.264
5025,0.302
51033,0.225
21097,0.31
48411,0.284
48405,0.283
48299,0.286
48223,0.28
40141,0.334
19029,0.276
40000,0.3
48407,0.315
18117,0.356
40067,0.337
12033,0.244
17191,0.294
48103,0.25
27157,0.215
48275,0.266
48171,0.293
28015,0.341
27085,0.205
16017,0.22
49049,0.144
42083,0.271
48183,0.283
26109,0.277
6019,0.183
21013,0.302
19169,0.194
31069,0.318
31091,0.279
48469,0.248
46011,0.2
1103,0.288
27031,0.192
27163,0.177
42057,0.281
17149,0.303
28047,0.289
29149,0.314
6011,0.159
40101,0.314
38095,0.274
26079,0.245
6035,0.165
2020,0.18
49051,0.143
31081,0.256
36107,0.259
24019,0.3
47041,0.389
8071,0.2
22043,0.318
47095,0.327
20117,0.301
28143,0.409
31041,0.295
45033,0.367
16000,0.195
39165,0.204
19021,0.242
42043,0.252
47079,0.385
47011,0.339
41069,0.196
48227,0.281
33005,0.198
25003,0.188
13051,0.237
53035,0.184
39000,0.262
55019,0.205
32029,0.239
19000,0.243
55031,0.239
51610,0.207
51800,0.258
47005,0.347
21151,0.279
37133,0.239
21027,0.335
36121,0.254
5111,0.33
48025,0.232
22107,0.374
39019,0.285
13000,0.243
36093,0.242
54001,0.36
17027,0.299
42029,0.174
13167,0.308
20097,0.288
39143,0.297
27139,0.181
16029,0.258
47149,0.254
36069,0.182
46061,0.244
41061,0.17
17159,0.292
47057,0.387
29153,0.317
38011,0.266
41001,0.206
45077,0.223
31083,0.269
12133,0.301
12013,0.325
20163,0.29
26097,0.238
13209,0.301
46125,0.304
55139,0.218
48211,0.277
31139,0.315
48361,0.303
22011,0.314
31015,0.295
8063,0.235
23013,0.188
8069,0.122
35015,0.255
12101,0.278
51115,0.241
16031,0.237
8033,0.177
31111,0.252
27127,0.222
37091,0.334
1105,0.336
1019,0.298
20077,0.315
25023,0.239
56017,0.261
16083,0.215
51045,0.253
51620,0.296
51810,0.207
1123,0.308
40113,0.315
45081,0.285
21213,0.344
36091,0.228
17141,0.254
46037,0.286
27101,0.226
51063,0.24
47107,0.357
51183,0.272
5129,0.324
20061,0.259
28049,0.336
48027,0.227
27075,0.219
48443,0.296
8035,0.109
37069,0.281
31131,0.298
30077,0.244
42097,0.293
41011,0.22
48191,0.276
31119,0.248
1007,0.332
29005,0.32
54021,0.324
18059,0.256
21239,0.309
39101,0.338
35043,0.187
19055,0.318
46137,0.292
37071,0.291
34025,0.204
2290,0.256
26031,0.262
19149,0.242
41000,0.161
51079,0.221
32017,0.223
22029,0.356
1029,0.341
48401,0.274
45003,0.257
24027,0.181
48403,0.293
6077,0.212
18093,0.289
12057,0.221
27005,0.233
21021,0.263
51520,0.235
27099,0.249
37167,0.328
42021,0.281
13083,0.279
30049,0.187
28023,0.362
2068,0.169
40011,0.349
5123,0.366
47121,0.306
51015,0.238
41033,0.197
18113,0.251
16035,0.233
26065,0.185
13213,0.317
54043,0.392
36075,0.269
48491,0.183
47163,0.35
47175,0.325
54005,0.365
35033,0.227
12095,0.234
54069,0.251
38033,0.329
39139,0.289
28135,0.333
22009,0.361
34003,0.225
41031,0.179
29113,0.266
42115,0.233
27171,0.182
21047,0.315
48097,0.256
46081,0.234
46000,0.245
48473,0.262
39021,0.284
8045,0.112
48263,0.288
6051,0.134
39041,0.216
39071,0.308
6105,0.187
28149,0.351
47143,0.357
23029,0.288
54065,0.322
21139,0.317
6067,0.167
13137,0.291
26027,0.262
48117,0.272
28121,0.276
31097,0.314
18103,0.283
2201,0.26
28123,0.327
51019,0.272
12005,0.253
46057,0.258
39069,0.235
26113,0.234
42051,0.334
1005,0.323
47165,0.248
12021,0.169
17113,0.239
17067,0.303
50003,0.197
13211,0.273
26081,0.208
48015,0.266
22033,0.245
55049,0.221
1133,0.333
27071,0.231
48351,0.296
45085,0.304
55071,0.216
38085,0.28
18107,0.25
48467,0.359
46033,0.236
37093,0.3
48247,0.273
48355,0.24
41057,0.201
22041,0.369
6115,0.193
13287,0.331
1025,0.31
30003,0.285
19059,0.241
39141,0.29
27133,0.226
1057,0.306
29057,0.311
26073,0.211
37141,0.248
53039,0.216
19183,0.235
54055,0.345
21071,0.378
13281,0.256
40137,0.325
13001,0.293
5037,0.356
26015,0.221
5101,0.372
5033,0.325
31105,0.272
38097,0.268
13031,0.244
23000,0.214
22079,0.313
42081,0.254
24025,0.227
51730,0.289
48101,0.289
19111,0.269
20143,0.293
48397,0.283
46017,0.334
13221,0.258
1115,0.291
13039,0.236
51179,0.219
36113,0.195
37193,0.327
45035,0.23
21189,0.327
38099,0.301
38103,0.309
51510,0.153
47101,0.316
13299,0.309
49025,0.242
17121,0.328
29085,0.313
55111,0.252
48099,0.246
12109,0.171
4005,0.159
20125,0.301
16013,0.144
46005,0.257
29011,0.279
18041,0.32
17129,0.291
19009,0.246
22017,0.328
25001,0.173
12111,0.247
13315,0.277
31115,0.306
22073,0.323
21041,0.264
2090,0.202
36083,0.224
31051,0.306
55087,0.19
27137,0.189
16033,0.217
18089,0.295
24011,0.293
20071,0.29
48241,0.311
47119,0.339
16079,0.26
55015,0.194
26121,0.233
46045,0.267
17111,0.221
37159,0.302
37067,0.217
35059,0.272
37023,0.292
20005,0.281
28035,0.33
21109,0.323
20021,0.337
51149,0.262
18077,0.274
48045,0.272
21057,0.319
53067,0.177
13103,0.261
8055,0.219
20201,0.311
27037,0.162
35006,0.253
29033,0.279
40147,0.293
53013,0.24
22021,0.335
48347,0.262
48391,0.293
1045,0.305
21095,0.383
54033,0.336
47021,0.338
2280,0.2
18125,0.291
1021,0.318
26067,0.222
30011,0.257
12079,0.295
40135,0.358
46095,0.302
28105,0.255
21209,0.22
48245,0.287
47177,0.307
48287,0.294
39065,0.315
51161,0.258
20105,0.272
28099,0.335
49027,0.238
29195,0.283
46019,0.283
13131,0.303
51155,0.264
40025,0.351
56003,0.234
28055,0.348
13151,0.236
8113,0.128
51199,0.214
19057,0.272
13067,0.194
37045,0.301
19091,0.275
29217,0.291
48125,0.289
54051,0.281
45069,0.324
17197,0.226
53005,0.184
28063,0.365
23011,0.218
30051,0.276
48009,0.271
40127,0.321
13313,0.328
26137,0.246
48505,0.279
21147,0.323
39155,0.314
27153,0.236
23025,0.273
24000,0.229
46021,0.347
8017,0.234
48277,0.321
38061,0.316
13291,0.263
22039,0.299
48077,0.331
40019,0.334
48295,0.261
23007,0.215
47161,0.354
29186,0.314
20145,0.273
22091,0.343
26157,0.276
27143,0.266
21133,0.377
17181,0.279
35003,0.266
27107,0.306
13053,0.269
47083,0.337
19051,0.279
51043,0.235
39157,0.316
46075,0.304
38029,0.348
40045,0.339
26051,0.307
13199,0.314
39133,0.25
48415,0.333
27147,0.197
48283,0.248
2270,0.279
39011,0.273
20189,0.307
21179,0.293
27017,0.187
20053,0.3
45071,0.276
41041,0.183
48051,0.308
18031,0.323
26103,0.157
48503,0.292
37119,0.203
28091,0.32
8105,0.202
47017,0.345
20181,0.299
21235,0.345
54007,0.337
13225,0.274
1073,0.277
29131,0.312
56039,0.116
21031,0.336
26063,0.235
5067,0.385
35047,0.192
25027,0.222
13245,0.277
53049,0.256
25021,0.188
22089,0.329
19015,0.269
17151,0.29
51133,0.238
8014,0.13
46027,0.235
37105,0.239
35041,0.265
54039,0.297
39023,0.284
47029,0.355
2164,0.249
20191,0.286
26037,0.223
46127,0.262
31085,0.331
36047,0.253
54035,0.295
47125,0.282
17109,0.229
49033,0.191
19083,0.309
20037,0.253
17133,0.267
51735,0.216
8123,0.177
21105,0.321
1051,0.305
39113,0.248
47109,0.337
20159,0.255
8000,0.152
55021,0.244
20057,0.3
1023,0.348
42069,0.27
28019,0.349
13115,0.289
19087,0.265
30007,0.242
2240,0.2
48487,0.277
42079,0.302
56013,0.241
22013,0.351
46119,0.282
28111,0.344
29510,0.259
5105,0.319
5079,0.338
29023,0.3
51081,0.287
27167,0.243
35037,0.277
48000,0.234
47139,0.371
47085,0.305
37183,0.181
26143,0.282
30107,0.295
21099,0.346
13079,0.295
17115,0.248
18049,0.24
5013,0.352
29141,0.317
37195,0.302
48165,0.233
39131,0.301
21177,0.322
47037,0.257
16047,0.233
30103,0.293
28067,0.358
13143,0.28
5133,0.317
51125,0.204
55081,0.267
51127,0.23
27169,0.208
13237,0.243
42117,0.255
40053,0.384
13011,0.295
19019,0.276
28059,0.282
30015,0.293
16037,0.228
1013,0.373
20049,0.272
55041,0.242
19147,0.273
27049,0.201
35023,0.243
19161,0.24
19017,0.226
1111,0.338
51109,0.256
19119,0.279
19023,0.265
51173,0.229
19037,0.269
21121,0.345
29215,0.35
21019,0.326
42067,0.247
39117,0.291
1093,0.366
27019,0.162
6013,0.165
55135,0.233
48215,0.221
42119,0.253
29197,0.297
48153,0.291
6041,0.107
51105,0.272
19121,0.235
1061,0.313
19177,0.285
12017,0.26
18085,0.228
29211,0.296
38081,0.32
26029,0.195
22075,0.317
40103,0.302
13113,0.219
53061,0.181
48305,0.291
27067,0.232
34031,0.248
30025,0.267
20153,0.327
51041,0.208
26049,0.274
26105,0.23
26145,0.264
18073,0.26
18127,0.263
51820,0.24
37113,0.233
55035,0.217
36045,0.263
51163,0.296
32005,0.159
9009,0.241
19173,0.24
27149,0.208
38069,0.308
20089,0.302
13127,0.286
21043,0.371
47133,0.326
48121,0.208
30079,0.296
37007,0.285
40013,0.282
1041,0.323
13149,0.278
13133,0.303
29225,0.276
39161,0.303
39091,0.31
48427,0.239
47159,0.321
48331,0.273
17043,0.19
39005,0.258
21141,0.328
49023,0.21
31059,0.285
5085,0.272
56043,0.24
35031,0.23
48079,0.291
13007,0.292
12085,0.202
29097,0.252
31125,0.238
31043,0.294
12115,0.197
5089,0.297
18101,0.317
40151,0.324
28039,0.317
13311,0.243
13009,0.292
18111,0.28
42039,0.266
12083,0.28
29123,0.318
30073,0.288
53073,0.162
27115,0.23
51117,0.27
17125,0.277
28131,0.332
13081,0.326
36053,0.23
41063,0.198
37149,0.264
8107,0.103
19141,0.233
35013,0.193
13169,0.284
47173,0.364
48317,0.266
11001,0.175
38015,0.199
48203,0.304
13251,0.329
29147,0.281
37165,0.28
29081,0.325
21073,0.302
27029,0.252
21083,0.3
8067,0.133
51187,0.184
39105,0.292
26013,0.217
37199,0.26
48409,0.254
18145,0.292
54029,0.344
6083,0.139
37129,0.199
51540,0.204
38031,0.335
48189,0.302
27119,0.25
13265,0.309
5135,0.303
29101,0.267
16005,0.198
13263,0.304
18035,0.298
48463,0.282
22057,0.337
19085,0.292
30109,0.32
29021,0.28
29051,0.226
30067,0.195
39137,0.259
22103,0.239
13135,0.202
27093,0.236
36019,0.259
34035,0.211
18169,0.301
19063,0.289
53059,0.2
42109,0.235
55013,0.251
13049,0.281
48445,0.275
19005,0.223
20087,0.223
16073,0.265
30083,0.262
21053,0.337
53017,0.192
18155,0.33
22093,0.325
49047,0.235
35045,0.232
54075,0.277
30093,0.224
20093,0.282
53069,0.234
40143,0.276
13243,0.343
5117,0.343
47115,0.361
53045,0.237
45017,0.3
13019,0.344
5103,0.359
39077,0.337
13069,0.334
48141,0.229
13277,0.295
13233,0.31
49013,0.231
40075,0.338
18099,0.266
36039,0.271
6109,0.195
37089,0.231
17161,0.267
1079,0.361
29171,0.352
8003,0.206
45057,0.277
5115,0.276
6043,0.179
38005,0.333
21207,0.371
5077,0.336
20209,0.324
2282,0.241
12023,0.303
47035,0.293
28041,0.319
56041,0.244
29125,0.291
37177,0.273
47189,0.285
47169,0.373
8081,0.246
13073,0.234
29047,0.245
18015,0.278
21159,0.361
17097,0.193
37015,0.311
18135,0.348
48135,0.295
21111,0.258
1097,0.289
20185,0.304
48399,0.273
20119,0.29
40089,0.362
18021,0.27
5075,0.313
26117,0.235
17117,0.307
48111,0.264
17015,0.256
29201,0.341
22037,0.312
38023,0.347
31029,0.251
24001,0.308
19135,0.317
49035,0.164
48327,0.279
23019,0.243
12125,0.303
30037,0.272
16041,0.222
45029,0.318
37137,0.273
37171,0.306
47155,0.318
8125,0.209
13059,0.247
16011,0.234
12063,0.322
51036,0.286
51775,0.252
8097,0.102
46029,0.225
39075,0.246
26153,0.25
28095,0.369
31151,0.297
21185,0.246
30035,0.305
19003,0.27
53029,0.173
22051,0.296
16049,0.246
48031,0.236
30059,0.272
26039,0.241
39169,0.235
17185,0.298
8023,0.214
5003,0.333
33003,0.201
29199,0.323
19071,0.258
49055,0.211
21069,0.345
22019,0.318
29009,0.331
20003,0.305
32019,0.248
46129,0.291
47087,0.387
46063,0.286
55007,0.189
22087,0.352
31011,0.289
18161,0.291
38077,0.256
27041,0.193
26147,0.224
26091,0.24
13003,0.317
48069,0.262
36017,0.267
37125,0.266
46085,0.288
20041,0.269
41029,0.174
1113,0.326
31073,0.26
19191,0.187
1117,0.222
18119,0.273
27061,0.215
28069,0.318
36009,0.289
29007,0.293
38105,0.291
53021,0.2
18091,0.268
39153,0.232
48497,0.263
48033,0.262
40071,0.308
17095,0.287
42047,0.282
48255,0.26
1037,0.319
48131,0.273
31175,0.262
48323,0.289
20033,0.268
37043,0.293
19109,0.286
40079,0.352
37027,0.262
13177,0.253
40065,0.345
41007,0.18
42011,0.246
28033,0.298
20101,0.264
51660,0.23
22109,0.336
53077,0.228
1077,0.295
55000,0.211
27135,0.23
1031,0.297
29143,0.377
48029,0.207
39145,0.288
54045,0.407
48239,0.242
47157,0.279
20149,0.233
41025,0.199
47023,0.259
17031,0.213
56037,0.235
37107,0.341
17019,0.206
12103,0.203
22123,0.345
21175,0.331
47027,0.32
26159,0.254
35028,0.149
56029,0.213
8093,0.181
28127,0.359
17021,0.308
45009,0.328
31159,0.251
46069,0.319
23003,0.301
51121,0.192
24003,0.211
4000,0.204
37153,0.33
51159,0.235
42087,0.277
6005,0.172
54009,0.351
28077,0.317
19077,0.286
48035,0.283
12117,0.207
36029,0.228
48441,0.253
55039,0.231
21009,0.318
29107,0.288
36077,0.229
46105,0.349
53075,0.172
37157,0.333
51009,0.286
17201,0.267
29039,0.278
10001,0.274
48017,0.27
29213,0.301
32011,0.233
48143,0.235
42127,0.237
6061,0.144
28151,0.372
46097,0.282
29025,0.276
30039,0.254
34037,0.242
55045,0.211
18171,0.259
2000,0.201
5007,0.246
29139,0.282
37115,0.272
51720,0.239
18139,0.335
5073,0.335
55141,0.211
19053,0.255
17145,0.264
48217,0.255
54003,0.277
28145,0.333
55059,0.218
28003,0.382
5087,0.318
48367,0.276
27095,0.248
30017,0.269
36037,0.239
51137,0.257
16007,0.267
28087,0.312
37097,0.239
53037,0.173
41013,0.182
21229,0.348
54025,0.351
21215,0.283
24013,0.212
31009,0.277
45073,0.238
18141,0.248
31109,0.187
17107,0.261
47047,0.327
36119,0.192
37173,0.289
45061,0.316
31161,0.322
39043,0.242
26059,0.225
42035,0.255
28161,0.366
39009,0.242
48345,0.287
46073,0.328
20001,0.285
46051,0.327
31035,0.307
31000,0.238
39129,0.317
37161,0.266
13027,0.302
17127,0.305
19125,0.229
21181,0.35
46121,0.28
32001,0.246
38071,0.244
28097,0.35
8095,0.205
40117,0.356
28163,0.353
13163,0.276
9007,0.202
48471,0.27
53011,0.189
13173,0.269
5053,0.321
29029,0.291
28071,0.287
19127,0.241
18053,0.309
21155,0.29
46031,0.311
16057,0.158
37169,0.284
48315,0.328
5027,0.313
36079,0.223
29159,0.315
5145,0.28
26115,0.215
24043,0.267
5063,0.366
27121,0.26
18017,0.271
48423,0.262
17187,0.283
53003,0.212
29075,0.268
33009,0.179
40111,0.362
55083,0.253
47137,0.339
53065,0.227
13217,0.255
51069,0.248
48507,0.279
13295,0.321
51185,0.309
48233,0.288
48085,0.19
8053,0.167
47009,0.324
18007,0.339
55091,0.233
10005,0.261
27131,0.201
30071,0.297
36061,0.16
42105,0.28
13207,0.269
31087,0.294
19151,0.293
5143,0.241
45031,0.328
18153,0.322
13305,0.296
39059,0.339
48219,0.276
13025,0.251
17165,0.314
16021,0.219
48375,0.312
28065,0.337
38001,0.263
48179,0.312
28115,0.341
37073,0.296
31113,0.285
50011,0.244
50019,0.243
21063,0.395
19123,0.266
17085,0.291
13165,0.28
48495,0.246
48185,0.282
2070,0.273
22069,0.309
19011,0.252
19065,0.28
36059,0.23
40153,0.296
55078,0.31
54085,0.33
24009,0.224
20023,0.297
24033,0.228
27000,0.193
55029,0.216
13259,0.289
29223,0.325
47111,0.31
6031,0.185
5005,0.298
24047,0.258
39127,0.298
49021,0.194
50021,0.211
36071,0.245
29049,0.265
31185,0.252
48485,0.289
55057,0.275
37047,0.28
12055,0.273
47073,0.346
53057,0.178
48489,0.274
47089,0.325
17061,0.281
55137,0.241
40069,0.357
51580,0.258
12045,0.265
41037,0.173
55131,0.213
18147,0.281
13205,0.318
39037,0.346
17057,0.272
21191,0.328
8111,0.165
48181,0.27
15003,0.183
28155,0.317
27091,0.282
56031,0.275
51093,0.26
45079,0.239
13193,0.29
1043,0.308
19093,0.286
48023,0.246
6103,0.184
1127,0.358
30027,0.228
12113,0.243
39073,0.292
6025,0.231
13321,0.289
17081,0.284
12035,0.227
25009,0.203
48237,0.255
56001,0.167
47081,0.368
47051,0.344
48437,0.303
19049,0.277
9013,0.172
48005,0.286
48105,0.273
51630,0.22
48395,0.271
27047,0.251
26069,0.26
22095,0.325
13023,0.274
35021,0.278
4003,0.214
30045,0.247
29229,0.311
42103,0.216
40041,0.352
2122,0.217
27007,0.231
2261,0.242
27021,0.222
12039,0.309
47075,0.319
48039,0.241
22049,0.344
40133,0.388
40095,0.405
6003,0.177
37081,0.22
29061,0.311
24021,0.205
8059,0.132
8089,0.207
28037,0.34
13249,0.267
48261,0.271
29103,0.283
37057,0.325
32007,0.201
54067,0.382
13201,0.354
17189,0.276
8015,0.163
21183,0.335
40063,0.343
36081,0.271
54015,0.393
21119,0.396
19129,0.274
19047,0.301
28073,0.278
40115,0.361
19133,0.271
38037,0.305
20111,0.235
1053,0.374
54063,0.312
26161,0.17
39001,0.323
38027,0.291
26151,0.237
37147,0.245
42009,0.287
51103,0.287
48235,0.282
34023,0.247
51075,0.239
55105,0.215
38087,0.287
48073,0.313
26053,0.223
27123,0.177
48293,0.295
41051,0.136
54103,0.361
20047,0.279
13227,0.226
5125,0.273
18109,0.301
18149,0.372
21077,0.395
47007,0.357
22077,0.302
30055,0.314
39089,0.27
48107,0.29
5041,0.339
8051,0.12
31177,0.221
45055,0.285
48043,0.235
21187,0.34
55097,0.196
51177,0.226
37055,0.249
36103,0.217
48175,0.294
40061,0.373
13077,0.259
8099,0.233
20031,0.265
41055,0.194
54099,0.368
13247,0.289
13091,0.308
28101,0.346
17059,0.29
18011,0.268
13269,0.312
8085,0.166
28083,0.373
18123,0.247
29065,0.335
54053,0.397
16003,0.23
13191,0.299
42003,0.237
26017,0.24
5031,0.336
21165,0.297
19131,0.262
42017,0.224
17105,0.318
40051,0.314
5047,0.316
19045,0.271
13045,0.27
49031,0.231
36065,0.276
8041,0.167
19165,0.276
6000,0.168
40109,0.288
13105,0.3
21201,0.329
27161,0.255
28117,0.342
47061,0.384
17041,0.275
51157,0.247
37041,0.29
13125,0.286
34001,0.255
37049,0.276
21103,0.341
5119,0.273
31149,0.327
16081,0.146
33017,0.227
41049,0.216
20139,0.29
45047,0.263
49045,0.2
51113,0.253
37025,0.238
44000,0.242
18133,0.287
29043,0.259
37009,0.275
41067,0.139
40049,0.337
8075,0.203
22059,0.294
18063,0.275
39045,0.263
42061,0.277
36115,0.246
6021,0.166
21033,0.299
17203,0.238
18079,0.267
31183,0.291
13161,0.297
26155,0.211
48433,0.287
51650,0.264
21195,0.332
21211,0.318
48173,0.258
1071,0.329
26011,0.223
13017,0.322
38063,0.3
1055,0.322
51193,0.315
19145,0.288
36041,0.242
51005,0.242
17071,0.276
20107,0.274
6009,0.176
48435,0.25
13085,0.239
13139,0.23
20009,0.29
23031,0.196
30081,0.183
49003,0.183
27105,0.256
31039,0.272
48169,0.264
41009,0.193
26163,0.264
12009,0.25
53015,0.232
31075,0.296
5083,0.366
30041,0.284
27165,0.246
19007,0.314
22023,0.266
40087,0.273
17007,0.247
28013,0.326
38047,0.312
16067,0.239
1047,0.332
17153,0.28
13301,0.316
30061,0.242
32027,0.208
28133,0.368
28057,0.367
6071,0.193
47025,0.312
31049,0.246
54077,0.346
23021,0.253
26043,0.211
48449,0.249
51013,0.139
55095,0.172
37065,0.303
26045,0.254
12099,0.222
29181,0.314
20129,0.31
27053,0.168
32510,0.179
26095,0.215
48003,0.266
48457,0.301
47131,0.354
48209,0.212
49001,0.231
20085,0.286
55065,0.182
19139,0.261
27141,0.219
50027,0.187
12077,0.327
27001,0.249
26047,0.182
46077,0.296
2060,0.213
53019,0.2
22115,0.312
46099,0.227
48177,0.289
48337,0.261
49053,0.177
46067,0.292
48083,0.292
10003,0.216
29013,0.302
48365,0.297
13297,0.263
48493,0.271
4019,0.189
36000,0.235
19067,0.249
36003,0.236
51550,0.204
47001,0.318
30047,0.232
12049,0.305
39175,0.296
54013,0.363
37175,0.212
49019,0.155
18081,0.23
13255,0.271
18055,0.284
18173,0.229
36073,0.268
36097,0.274
31117,0.307
26089,0.221
39015,0.348
48249,0.26
21023,0.314
37019,0.22
55009,0.202
42107,0.295
21075,0.339
12073,0.201
13145,0.211
55133,0.167
12091,0.228
35011,0.295
12131,0.262
32033,0.239
8065,0.167
21000,0.291
